"","","Date","Time","Session","Presenter","Venue","Title","Abstract"
"119","⊕","2018-07-12","15:30","Leveraging web apps","Gergely Daroczi","TBD","Managing database credentials and connections: an easy and secure approach","Although the `DBI` R package family already provides a standardized way of opening connections to various databases and querying data, and eg the `config` package allows to store the database connection default parameters in a central file, maybe some of the sensitive fields encrypted via `keyring` or the `secret` packages -- but there is no convenient and secure wrapper around these for the actual R end-users. This talk introduces a new package taking care of opening connections in the background to the databases specified in a secured and encrypted YAML file, so that the R user can simply specify the SQL command without the need to think about what DB backend and credentials are used."
"120","⊕","2018-07-12","15:30","Leveraging web apps","Ian Hansel","TBD","Large Scale Data Visualisation with Deck.gl and Shiny","deck.gl is a WebGL-powered framework for visual exploratory data analysis of large datasets' - https://uber.github.io/deck.gl/#/

Combining deck.gl and shiny allows for rich interactive graphics of large datasets, in particular visualising GeoSpatial data. We will review how to integrate deck.gl with shiny using the upcoming R package 'deck.gl'. The talk will:
- Review the underlying technologies; WebGL, Mapbox and React.js
- Dive into an example exploring the latest Census from the Australian Beureau of Statistics
- Compare to existing visualisation capabilities in the 'rthreejs' and 'leaflet' packages
- Discuss how further integrations with React.js can enable more browser based interfaces to data and analytics

After the talk the attendees should:
- Know how Deck.gl works
- Understand how to visualise data in deck.gl from R using the 'deck.gl' package
- Want to use deck.gl in their own work :)

The talk is aimed at those with some experience (or interest) in GeoSpatial analysis."
"121","⊕","2018-07-13","10:30","Optimisation for model fitting","Anqi Fu","TBD","Disciplined Convex Optimization with CVXR","CVXR is an R package that provides an object-oriented modeling language for convex optimization, similar to CVX, CVXPY, YALMIP, and Convex.jl. It allows the user to formulate convex optimization problems in a natural mathematical syntax rather than the restrictive standard form required by most solvers. The user specifies an objective and set of constraints by combining constants, variables, and parameters using a library of functions with known mathematical properties. CVXR then applies signed disciplined convex programming (DCP) to verify the problem's convexity. Once verified, the problem is converted into standard conic form using graph implementations and passed to a cone solver such as ECOS or SCS. We demonstrate CVXR's modeling framework with applications in engineering, statistical estimation, and machine learning."
"122","⊕","2018-07-13","10:30","Optimisation for model fitting","Giuseppe Bruno","TBD","Stochastic Gradient Descent: boosting its performances in R","Despite the tremendous improvements in HW&SW technologies, the requirements for training Machine Learning models keep growing.  With standard loss functions the Gradient Descent (GD) provides a simple approach.

The whole gradient is the sum of the gradients of each component function:

∇ F(w) =2 = Σ(xiT w - yi) xi.

The complexity per iteration is O(n d). Here we gauge the Stochastic Gradient Descent (SGD) where the gradient is approximated with one observation. When the  stopping criterium is|w_{k+1}-w_k|<ε we have that GD requires O(log(1/ ε)) iteration while SGD needs O(1/ ε).

Albeit the iterative nature of the SGD prevents its straightforward parallelization, a few alternatives have been proposed in the literature for carrying out its parallel implementation. In this paper we provide different benchmark examples of parallel implementation through standard shared memory and Spark distributed computing framework to boost the SGD performances. Preliminary results, under given conditions show significant performance improvements. The possibility to take advantage of these speed up is open to practitioners and not just computer specialists."
"123","⊕","2018-07-13","10:30","Optimisation for model fitting","Melina Ribaud","TBD","Robustness criterion for the derivative kriging-based optimization","In the context of robust shape optimization, the estimation cost of some numerical models is reduced with a kriging metamodel. The function, the first and second derivatives are provided by the majority of industrial codes. We propose a robust optimization procedure that leans on the prediction function and its derivatives. Those predictions are given by the kriging. The use of the derivatives improves the metamodel quality. We rely on Rccp and nloptr packages of R to estimate, predict and simulate the kriging with derivatives. Taylor theorem that is calculated with the prediction of the function and its derivatives is applied on each used point to approximate the variation of the function. This cheap criterion is used as the replacement of a full computation of the second moment from the model. A Pareto front of robust solutions (minimization of the function and the robustness criterion) is then generated by the NSGA-II genetic algorithm through the nsga2r package from R. This algorithm efficiently produces a Pareto front with no regard to the model complexity."
"124","⊕","2018-07-13","10:30","Optimisation for model fitting","Andrew Locke","TBD","Augmented Lagrangian for constrained optimizations in Empirical Likelihood estimations","Empirical Likelihood is a useful tool for inference as it does not require knowledge about where the data comes from. It can be extended in many ways including regression or adding constraints using estimating equations.
The positivity constraint has often been overlooked or ignored but this means existing methods may not be applicable for some data. We look at enforcing this constraint by applying the Karush-Kuhn-Tucker conditions and using a multiplicative iterative optimization method of updating parameters which ensures movement towards the maximum. We have programmed this method in R and use simulations to demonstrate the model works"
"125","⊕","2018-07-13","10:30","infrastructure and tools for genomic analysis","Ido Bar","TBD","Shinotate: an R-based shiny server for annotation and analysis of RNA-Seq transcriptome assemblies","Assembly of transcriptome data in non-model species has become common practice in the last decade thanks to the advent of high-throughput RNA-sequencing platforms and accompanying bioinformatics tools. Trinity is one of the most commonly used tools for transcriptome assembly from Illumina RNA-Seq data and its accompanying functional annotation framework, Trinotate, offers a pipeline for running the various annotation tools and consolidating the results into a single database. Trinotate also includes a web-based graphical user interface for querying the annotations and provide basic visualisation, but its Perl implementation makes it difficult to customise and deploy. 
Shinotate was developed to provide a modern graphical interface for the analysis of transcriptome annotations, utilising the Trinotate annotation framework to deliver summarised results and insights to users of all skill levels. Shinotate is written in R and uses the `tidyverse` approach to summarise and visualise the data stored in Trinotate and thus can be easily adapted to accommodate custom annotation tables. It serves interactive annotation tables and plots, with search, selection and data export functions."
"126","⊕","2018-07-13","10:30","infrastructure and tools for genomic analysis","Peter Hickey","TBD","DelayedArray: A tibble for arrays","High-throughput genomics data are commonly summarised in a feature-by-sample matrix or higher-dimensional array. In R, these have traditionally been stored in-memory, but this is becoming prohibitive for large, contemporary datasets, such as those generated using new genomics technologies like single-cell RNA-seq. Instead, these arrays may be stored on-disk, using the Hierarchical Data Format 5 (HDF5), for example. 

The Bioconductor project has developed the DelayedArray, which supports different 'backends' to wrap around an in-memory, on-disk, or remotely served representation of an array, providing a unified interface to the data that is familiar to users of ordinary R arrays. In this sense, a DelayedArray is to an array as a tibble is to a data frame. 

I will provide an overview of the DelayedArray framework, explain the requirements for developing a new backend for a DelayedArray, and highlight example backends for on-disk and remotely served data. I will also demonstrate how user-created packages can extend the capabilities of the DelayedArray and how this has enabled us to analyse large genomics datasets in R that were previously infeasible."
"127","⊕","2018-07-13","10:30","infrastructure and tools for genomic analysis","Ramyar Molania","TBD","improved normalization of the Nanostring nCounter gene expression data","The NanoString nCounter gene expression assay uses molecular barcodes and single molecule imaging to detect and count hundreds of unique transcripts in a single reaction. These counts need to be normalized to adjust for variations in assay efficiency, the amount of sample, and other factors. Most users adopt one of the options described in the nSolver analysis software, which involve background correction based on the observed values for 8 negative control probes, a within sample normalization using the observed values for 6 positive control probes, and normalization across samples using reference (“housekeeping”) genes. Including technical replicates is not recommended by the assay developers, but some users do so anyway.  Here we present a new normalization called RUV3 which makes vital use of technical replicates and suitable control genes.  We illustrate its effectiveness on four quite different datasets, and offer suggestions on the design and analysis of studies involving this technology."
"128","⊕","2018-07-13","10:30","infrastructure and tools for genomic analysis","Abdul Abdulmonem A. Alsaleh","TBD","Identifying methylation biomarkers for childhood leukaemia from human 450k DNA methylation array data using ABC.RAP R package","To date, the majority of the available 450k DNA methylation analysis tools focus on single CpG methylation differences. The array based CpG region analysis pipeline (ABC.RAP) R package was developed to analyse normalised human 450k DNA methylation array datasets and applies Student’s t-test and delta beta analysis to identify candidate genes containing multiple differentially methylated CpG sites. In addition, ABC.RAP can profile DNA methylation for any gene of interest, providing a powerful feature for comparison between datasets. We analysed nine publicly available acute leukaemia datasets and identified a panel of 11 genes that were consistently methylated across different cohorts. We used targeted DNA methylation sequencing (MiSeq; Illumina) to sequence blood samples from healthy adults and newborns and also leukaemia xenograft samples and cell lines. The selected panel of genes showed dense DNA methylation in leukaemia samples compared to low-level methylation in control samples consistent with the publicly available 450k array data. ABC.RAP was accepted by the CRAN, and can be accessed on the following site: https://cran.r-project.org/package=ABC.RAP"
"129","⊕","2018-07-13","10:30","Classification and data mining","Christoph Bergmeir","TBD","ssc: An R Package for Semi-Supervised Classification","Semi-supervised classification has become a popular area of machine learning, where both labeled and unlabeled data are used to train a classifier. This learning paradigm has obtained promising results, specifically in the presence of a reduced set of labeled examples. We present the R package ssc (https://cran.r-project.org/package=ssc) that implements a collection of self-labeled techniques to construct a classification model. This family of techniques enlarges the original labeled set using the most confident predictions to classify unlabeled data. The techniques implemented in the ssc package can be applied to classification problems in several domains by the specification of a suitable learning scheme. At low ratios of labeled data, it can be shown to perform better than classical supervised classifiers."
"130","⊕","2018-07-13","10:30","Classification and data mining","Przemyslaw Biecek","TBD","DALEX will help you to understand this complex predictive model","Complex machine learning models (random forest/gradient boosting machines/other ensembles) are frequently used in predictive modeling and  have many successful applications in predictive and prognostic modeling.  Yet in many cases these models are perceived as ,,black-boxes’’ with good accuracy but very complex, hard to understand, structure.
 
In this talk I will present the methodology for exploration, validation and explanation of complex machine learning models. The methodology is implemented in the DALEX library for the R (Descriptive mAchine Learning EXplanations). 
The methodology contains three sets of explainers:
-	explainers for individual model predictions, that may be used to better understand key variables that drive model predictions,
-	explainers for individual variables, that may be used to better understand how model predictions are related with values of a selected feature,
-	explainers for global model structure, that may be used to assess globally important variables or important structures in the model.

Find more about DALEX here: https://pbiecek.github.io/DALEX/
I will give a workshop about this package."
"131","⊕","2018-07-13","10:30","Classification and data mining","Roel Henckaerts","TBD","Tree-Based Machine Learning for Insurance Pricing","The goal of this paper is to apply machine learning techniques to insurance pricing, thereby leaving the actuarial comfort zone of generalized linear models (GLMs) and generalized additive models (GAMs). We focus on developing full tariff plans, built from both the frequency and severity of claims. We adapt the cost functions and performance measures used in the algorithms such that the specific characteristics of insurance data are carefully incorporated: highly unbalanced count data with excess zeros on the frequency side and scarce, but potentially heavy-tailed and right-censored data on the severity side. One of the key requirements is the need for transparent, interpretable pricing models which are easily explainable to all stakeholders. We therefore shy away from black box models such as neural networks and rather focus on tree-based machine learning models. Starting from single recursive trees we work towards more advanced ensembles such as bagged trees, random forests and boosted trees. We also present visualization tools to obtain insights from the models by assessing the importance of the different risk factors and their impact on the price of an insurance contract."
"132","⊕","2018-07-13","10:30","Classification and data mining","Lubomír Štěpánek","TBD","Classification and evaluation of facial attractiveness and emotions for purposes of plastic surgery using machine-learning methods and R","Current plastic surgery deals with aesthetic indications such as an improvement of the attractiveness of a smile or other facial emotions. In this work, we have applied machine-learning methods and R to explore how accurate classification of photographed faces into sets of facial emotions (based on Ekman-Friesen FACS scale) is, and furthermore which facial emotions are associated with highest facial attractiveness, measured using Likert scale by a board of observers. Facial image data collected for each of a patient, exposed to an emotion incentive, were processed, landmarked and analyzed using R. Neural networks (neuralnet package) in comparison to Bayesian naive classifiers (e1071 package) and regression trees (rpart package) manifested the highest predictive accuracy of a new face categorization into facial emotions. Decision trees identified that the geometry of a mouth, eyebrows and eyes, respectively, affect in descending order an intensity of a classified emotion. We performed machine-learning analyses using R to point out which facial emotions and their geometry affect facial attractiveness the most, and therefore should preferentially be addressed within plastic surgeries."
"133","⊕","2018-07-13","10:30","Modeling and algorithms with a health focus","Helena Kotthaus","TBD","Optimizing Parallel R Programs via Dynamic Scheduling Strategies","We present scheduling strategies for optimizing the overall runtime of parallel R programs. Our proposal improves upon the existing mclapply function of the parallel package, which already offers a load balancing option that dynamically allocates tasks to worker processes. However, this mechanism has shortcomings when used on heterogeneous hardware architectures, where different CPU cores might have vastly different performance characteristics.  We thus propose to enhance mclapply with a new parameter that allows mapping tasks to specific CPUs. The new affinity.list parameter, already available on the R-devel branch, allows setting a so-called CPU affinity mask that specifies on which CPU a given task is allowed to run.  We demonstrate the benefits of the new mclapply version by showing how it can speed up parallel applications like parameter tuning. In this case study, we develop a regression model that guides the scheduling by estimating the runtime of a task for each processor type based on previous executions.  In a series of code examples, we explain how this approach can be generalized to develop efficient scheduling strategies for parallel R programs."
"134","⊕","2018-07-13","10:30","Modeling and algorithms with a health focus","Mauricio Sarrias","TBD","Comparing Implementations of Logit Models with Individual Heterogeneity","This paper discusses different specifications for Multinomial Logit models that include individual-heterogeneity (Mixed Logit Model, Latent Class MNL, GMNL model, MM-MNL). Due to the ability of these models to include unobserved heterogeneity, they have become quite popular for the empirical analysis of choice decisions.  However, due to the complex estimation of these models using simulated maximum likelihood (SML) is quite difficult to compare or even replicate results from different software implementations, even using the same database.  For example, the estimates depend on the optimization algorithm, the way on how random numbers are generated; the prime number used if Halton draws are selected, etc.  Despite the now widespread use of these methods and these consideration, there appears to be no systematic investigation of the accuracy of these models or a comparison of the performance of the SML estimation routines that now exist in several software. In this article, I compare different implementation (R, Stata, Matlab) of these models by focusing in their ability to retrieve the true parameters from different data generating process and different default setup."
"135","⊕","2018-07-13","10:30","Modeling and algorithms with a health focus","Daniel Putler","TBD","Optimally Locating Opioid Treatment Centers in Under Served Areas Using R and Alteryx","In 2016 there were nearly 64,000 drug overdose deaths in the US, most of these due to opioids. Treatment of opioid addiction is one of the primary tools for addressing this situation. However, many of the areas hardest hit by opioid use are under served from a treatment perspective. An issue currently impeding the location of treatment facilities is the lack of fine grained location data of opioid abusers.

We present a Web application that assists decision makers in locating opioid treatment facilities in under served areas. To do this, estimates of the number of adult opioid abusers at the census tract level are developed using R, based on data from the National Survey on Drug Use and Health and both census tract and microdata sample data from the American Community Survey. The census tract estimates of adult opioid abusers is used, along with data on the locations of existing opioid treatment facilities, to locate new facilities in areas that are further than ten miles from existing facilities, and maximizes the estimated number of abusers within a ten mile radius of the new facilities. The optimization is done using an evolutionary algorithm that is implemented in Alteryx."
"136","⊕","2018-07-13","10:30","Modeling and algorithms with a health focus","Brianna Hitt","TBD","Optimal group testing algorithms for infectious disease detection with the binGroup package","Group testing is the process of amalgamating clinical specimens from individuals (e.g., blood, urine, or saliva) into groups to test for an infectious disease. When disease prevalence is small, the majority of these groups will test negatively. For positive testing groups, there are many algorithmic retesting procedures available to differentiate positive individuals from negative ones. The appeal of group testing to laboratories is that the number of tests needed is significantly less than testing each individual separately.
 
Both estimating the probability of disease infection and identifying positive/negative individuals are goals of group testing. Unfortunately, no package has been available to address the identification goal for the most common group testing algorithms. We present the first functions for identification and make these available in the binGroup package to complement its large set of estimation functions. Our new functions calculate operating characteristics for algorithms and choose the optimal set of group sizes for user specified settings. These new functions allow laboratories to understand how well an algorithm is expected to perform before implementation."
"137","⊕","2018-07-13","10:30","Working with text","Aneesha Bakharia","TBD","Topic Modeling with LDA and NMF from a Qualitative Content Analysis Perspective","The Latent Dirichlet Allocation (LDA) and Non Negative Matrix Factorisation (NMF) algorithms are able to find the latent topics within a document collection. Although LDA is specifically designed as a topic modeling algorithm, NMF is able to produce more coherent topics for smaller domain specific document collections. Both algorithms map documents to topics and topics to words and perform soft clustering (i.e., documents and words can belong to multiple topics), making them particularly suitable as qualitative content analysis aids. In this presentation the mathematical underpinning of both algorithms along with their relevant R packages (Topic Models and NMF) will briefly be introduced. The main focus of the presentation however will be on using R to address issues that qualitative researchers encounter when using topic modeling algorithms which include trust, topic quality/coherence, topic interpretation, evidence gathering and model parameter selection. Various tools to visualise the output of topic model will be discussed (i.e., LDAVis) and an intuitive user interface to explore topic models and gather evidence will be built using Shiny."
"138","⊕","2018-07-13","10:30","Working with text","JeongMin Kwon","TBD","From humble data to training data","There are lots of imperfect data. User feedback is not trustworthy, and implicit data is not unlabelled and hard to wrangle - and it is hard to use for machine learning and many other ways. But we can use them with changing thinking and data wrangling. In this presentation, I suggest some new ideas for wrangling data to use in machine learning and show our case studies."
"139","⊕","2018-07-13","10:30","Working with text","Talia Beech","TBD","Strategic Capability Analysis for CANSOFCOM","To enhance Canada Special Operations Forces Command competitive advantage in deterring and defeating adversaries as well as collaborating with allies, a strategic capability assessment was conducted to identify current and future capability gaps using concepts from the forecasted future operating environment. Military capability implications are identified and assessed using a wargame-based survey approach across a range of units within the Command. Data collected included ordinal data as well as supplementary comments.
Ordinal data is analyzed using the Likert package, with an emphasis on the visualization of the data using stacked bar plots. Comment data is evaluated using  R text mining packages with some emphasis on preprocessing steps to simplify text mining tasks. Results are used as a foundation for implementing constructive institutional change across the Command."
"140","⊕","2018-07-13","10:30","Working with text","Thomas Klebel","TBD","jstor: An R package for Analysing Scientific Articles","The interest in the (quantitative) analysis of textual data has increased considerably over the last few years. For researchers investigating the scholarly literature the full text archive of JSTOR (http://www.jstor.org) offers a rich and diverse set of journal articles and other texts. Through its service Data for Research (http://www.jstor.org/dfr/), JSTOR gives researchers the opportunity to analyse this data, by delivering metadata, n-grams and, upon special request, full-text materials. jstor (https://tklebel.github.io/jstor/) enables researchers to easily import the supplied metadata to R. These metadata can either be analysed on their own, or be used in conjunction with n-grams or full-text-data. The presentation will show how jstor supports investigations of scholarly literature, covering the analysis of n-grams and citation analysis. Besides introducing possible applications, the paper will also discuss limitations regarding data quality and possible solutions thereof."
"141","⊕","2018-07-13","10:30","Time series data and forecasting","Earo Wang","TBD","tsibble: Tidy data structures to support exploration and modeling of temporal-context data","The conventional matrix structure that underlies time series models in R does not easily accommodate a few complications, such as multiple variables, heterogeneous data types, low time resolutions, implicit missing values, and multilevel. This work addresses the broader issues of better data structures and modern data pipelines for analysing and visualising temporal-context data. We extend the tidy data concept to temporal data, and note that the “molten” data structure is flexible enough to handle heterogeneity, low time resolutions, and implicit missing values. There are two constraints required to turn the “molten” data into a valid temporal data: (1) an explicitly declared index variable containing timestamps; (2) a constraint uniquely identifies the multiple units of measurements, which is referred to as a “key”. A syntactical approach is introduced to describe nested or crossed data structure, which employs the “key”. Based on the tidy temporal data, a data pipeline is discussed and formulated to facilitate time-based transformation and visualisation. A case study is included to demonstrate the tidy structure and the data pipeline ideas and usage."
"142","⊕","2018-07-13","10:30","Time series data and forecasting","Mitchell O'Hara-Wild","TBD","fasster: Forecasting multiple seasonality with state switching","Forecasting time-series which contain multiple seasonal patterns requires flexible modelling approaches, and the need for continuously updating models emphasises the importance of fast model estimation. 

In response to shortcomings in current models, a new model is proposed which brings the desirable qualities of speed, flexibility and support for exogenous regressors into a state space model. This proposed model also introduces state switching, which captures groups of irregular multiple seasonality by switching between states. 

The functionality of the proposed model extends beyond forecasting, by allowing for model based time-series decomposition, imputation of missing values, and support for streaming data.

This model is available as an R package (mitchelloharawild/fasster), which provides formula based model specification, and uses tidy data structures (tsibble) and APIs which will later become familiar in forecast's next iteration: tidyforecast."
"143","⊕","2018-07-13","10:30","Time series data and forecasting","Rob Hyndman","TBD","Tidy forecasting in R","The forecast package in R is widely used and provides good tools for monthly, quarterly and annual time series. But it is not so well-developed for daily and sub-daily data, and it does not interact easily with modern tidy packages such as dplyr, purrr and tidyr.

I will describe our plans and progress in developing a collection of packages to provide tidy tools for time series and forecasting, which will interact seamlessly with tidyverse packages, and provide functions to handle time series at any frequency."
"144","⊕","2018-07-13","10:30","Time series data and forecasting","Thiyanga Talagala","TBD","seer: R package for feature-based forecast-model selection","The seer package provides a novel framework for forecast model selection using time series features. We call this framework FFORMS (Feature-based FORecast Model Selection). The underlying approach involves computing a vector of features from the time series which are then used to select the forecasting model. The model selection process is carried out using a classification algorithm -- we use the time series features as inputs, and the best forecasting algorithm as the output. The classification algorithm can be built in advance of the forecasting exercise (so it is an “offline” procedure). Then, when we have a new time series to forecast, we can quickly compute its features, use the pre-trained classification algorithm to identify the best forecasting model, and produce the required forecasts. Thus, the “online” part of our algorithm requires only feature computation, and the application of a single forecasting model, with no need to estimate large numbers of models within a class, or to carry out a computationally-intensive cross-validation procedure. This framework is compared against several benchmarks and other commonly used forecasting methods."
"145","⊕","2018-07-13","14:00","Applications in big data","Ansgar Wenzel","TBD","A closer look at UK MOT results - Why does my car always fail?","We present an analysis of the last 10 years of MOT results in the UK, with a particular focus on when cars fail and why. This is based on an open data set provided by the UK Government on the MOT, an annual car check mandatory for all vehicles older than three years.
    We hope that the results of this can inform customer choice when purchasing used (or new) vehicles as well as provide some interesting results.
    In particular, we consider geographical, vehicle, owner data, and interactions between these groups to identify the main drivers for a car to fail an MOT. We also consider the severity of a fail, eg. a non-working number plate light versus unsafe brake discs.
    We use these results to inform the training and design of a model that we train to predict failure (or passing) of a given vehicle.
    Additionally, we present results that were found using some less-common techniques.
    We also consider whether there are significant regional differences in pass or fail rates for different car brands or models."
"146","⊕","2018-07-13","14:00","Applications in big data","Kevin Kuo","TBD","Claims reserving in general insurance with R and Keras","In loss reserving, actuaries are concerned with estimating liabilities from current and future, yet to be reported, claims. In this session, we first provide an overview of the loss reserving problem and current techniques. We then frame the loss reserving problem as a predictive modeling problem, and propose a deep learning approach to solve it. We benchmark the model against existing techniques, then discuss applications of deep learning to other problems in actuarial science and insurance."
"147","⊕","2018-07-13","14:00","Applications in big data","Sangeeta Bhatia","TBD","Big Brother is Watching - Using Digital Disease Surveillance Tools for Near Real-Time Forecasting","In our increasingly interconnected world, it is crucial to understand the risk of an outbreak originating in one country/region and  spreading to the rest of the world. Digital disease surveillance tools such as ProMed, HealthMap etc. have the potential to serve as important early warning systems as well as complement the field surveillance data during an ongoing outbreak. While there are a number of systems that carry out digital disease surveillance, there is as yet a lack of tools that can compile and analyse the generated data to produce easily understood actionable reports. I will present a flexible statistical model that uses different streams of data (such as disease surveillance data, mobility data etc.) for short-term incidence trend forecasting. I will also highlight an example of disaggregating aggregated data to obtain incidence information at a fine spatial scale. This could be particularly important in instances where information at sub-national levels is lacking or incomplete. The model has been developed in R and will be made available as a R package as well as through a website for use by non-technical stakeholders."
"148","⊕","2018-07-13","14:00","Community","John Mertic","TBD","Sustainable community investment in action - a look at some of the R Consortium Funded Grant Projects and Working Groups.","R Consortium has funded over $500,000 USD to R community members improving the community and technical infrastructure for the benefit of the R ecosystem. In addition, the working groups program has worked to drive discussion and alignment on key areas such as industry adoption, package health, and educational standards.

In this talk, we will showcase several of the working groups and funded projects stewarded by R Consortium. This will provide an opportunity for the audience to understand the work being done, and also opportunities on how they could take part."
"149","⊕","2018-07-13","14:00","Community","Lorna Maria Aine","TBD","Content For the Community:Leveraging Rmarkdown.","It is nightmare to solve an R problem when you cannot find any cheat sheets on the internet. Although many people tend to shy away from the fact that programming with R is so powerful in the data science field, its high time we face it.Data science is becoming more popular and in the next few years and we need to learn beyond the traditional languages of the web and mobile. When I got a chance to start learning R, it was a personal decision that I took with my whole heart until I realised how challenging it was to find content built around R.Either it was too complex for me as a newbie or it was hard to find or none existent or there were no examples to work with. This stirred my need to build simple fun yet educative and example-based content for the next generation of data scientists. It has always been passion to build better for the next generation In this talk, I take us through the pains of building in R while relying on free courses (self-taught R programmer) the journey to documenting my own experience while maximising use of Rmarkdown, and how you too can make a contribution to R content around the globe."
"150","⊕","2018-07-13","14:00","Community","Dennis Irorere","TBD","R labs Africa","In this century there is a pent-up demand for “the next big thing”, and R labs Africa is at the right time to lead what is important to many in the areas of big data, data science, machine learning and artificial intelligence. I will reference the quote, “Talent is everywhere, it only needs opportunity to emerge” and this is what the R labs Africa will be about. That is, providing opportunity to marginalized and at risk communities all over Africa to learn about Data science with R through group mentor-ship, real world challenges and providing regular meet up. There will be an Annual R converge where everyone meets to talk about the future of R, share ideas and motivate one another.

When access to knowledge is democratized, we see meaningful social development, because it takes a brilliant mind from a disadvantage background to create transformation solutions that solve problems within his or her domains of life experiences. When brilliance and naïve context find a nexus, true local solutions are created. These are the opportunities R labs Africa will bring to Africa. 

Already, the Akure R user group has reached out to about 62 young minds in the spans of 3 months."
"151","⊕","2018-07-13","14:00","Modeling","Teck Kiang Tan","TBD","Doubly Classified Models with R","When we look at a cross tabulation, could we see any pattern out from it? When the table is big, it is extremely hard to discovery pattern by examining the cell frequencies. Doubly classified models are a set of statistical models aim to reveal patterns out from a cross classification table. There are substantial applications of these models. For instance, social researchers who are interested to find out intergenerational social mobility will find this way of analysing refreshing. These models are not new-fangled, but standard textbooks cover only a few of them, and journal articles are usually too technical to grasp the idea behind the model. For those with little mathematical statistic background, it causes great difficult to understand them. The talk focuses on conveying these models using a new graphical table tool called symbolic tables to give the basic idea about the models. Together, using a few standard R functions, mainly generalized linear model, doubly classified models can be set up easily. Real life examples will be illustrated, extracted mainly from the book titled “Doubly Classified Model with R”, written by the author."
"152","⊕","2018-07-13","14:00","Modeling","Sourav Das","TBD","A routine for measuring the nonstationarity of a time series","Since the 1960's nonstationary
time series have been
investigated extensively. Methodology and theory have
evolved rapidly since Dahlhaus' construction of locally
stationary processes in the 1990's. However much of the
theory in above constructions rely on assumptions of
smoothness on the time varying transfer function. However
when modelling real data, tools for assessing such regularity
conditions are yet to be developed. We have proposed a methodology that allows a domain expert to measure the non-stationarity of a time series using principles of non-parametric regression. In this talk we present a R routine that can be used to easily compute the proposed non-stationarity index."
"153","⊕","2018-07-13","14:00","Modeling","Aya Alwan","TBD","Observation driven Conway-Maxwell Poisson count data models","Conway-Maxwell-Poisson (CMP) distributions is one of the flexible generalisation of the Poisson distribution that gained recent attention due to its flexibility in modelling both overdispersed and underdispersed count data. The main hindrance to their wider use in practice seems to be the inability to directly model the mean of counts, making them not compatible with nor comparable to competing count regression models, such as the log-linear Poisson, negative binomial or generalized Poisson regression models. In this talk, we will review how CMP can be parametrized via the mean, so that simpler and more easily-interpretable mean-models can be used, such as a log-linear model. A newly developed R package to fit the model to data will be discussed. Some simulated and real datasets will be used as demonstration."
"154","⊕","2018-07-13","14:00","Productivity","John Mertic","TBD","Improve your R package quality with R Hub","R Hub is a project designed to help package developers ensure broad support of their packages across multiple platforms ( Windows, Linux, Mac, Solaris ), which in turn ensures higher user satisfaction and makes it more likely for the package to be accepted to CRAN.

In this talk, you will learn about the tool, how and when to use it, and how to integrate it into your package development workflow."
"155","⊕","2018-07-13","14:00","Productivity","Tomas Kalibera","TBD","Preventing and Detecting Memory Protection Bugs in Packages","R's garbage collector (GC) ensures that memory used for R values is automatically reclaimed when they become unreachable via pointers and hence no longer needed. R code is handled automatically, but C code must protect from the GC the R values it needs and unprotect them after. Forgetting to protect and/or to unprotect (protect bug) often makes R crash but also can lead to incorrect results. It is not uncommon that old protect bugs are uncovered much later by inconsequential code changes. These bugs are common and hard to find, and thus R offers tools to detect them. `gctorture` helps testing by increasing the chance a protect bug will crash R and will do so sooner after the code with the bug executes. `rchk` is a static analysis tool that identifies potential protect bugs in C code without executing it; it is used regularly to check incoming CRAN packages. Finally, protect bugs can be prevented by following several simple programming rules. The talk is intended for package developers and everyone who write C code to work with R."
"156","⊕","2018-07-13","14:00","Productivity","Kelly O'Briant","TBD","How to Play with and Integrate DevOps Technologies in an R Data Science Workflow","Over the last year I’ve become obsessed with trying to encourage the data science community to explore and exploit DevOps and cloud computing technology. This isn’t often an easy undertaking. Most people (data scientists or not) are skeptical of deviating from the tools and workflows they’ve come to rely on. This talk will feature case studies in developing data science products and workflows in the cloud, and how working with these tools can open up a world of new possibilities within the intersection of DevOps and Data Analytics.


KEYS Topics to discuss:
- How DataOps can address the growing scope of data science tasking
- Where to start when you start exploring cloud services
- How to work through functionality/engineering challenges in a cloud environment
- Case studies in data science product engineering and deployment"
"157","⊕","2018-07-13","14:00","Large spatial data","Daniel Fryer","TBD","rcosmo: Statistical Analysis of the Cosmic Microwave Background","The Cosmic Microwave Background (CMB) is remnant electromagnetic radiation from the epoch of recombination. It is the most ancient important source of data about the early universe and the key to unlocking the mysteries of the Big Bang and the structure of time and space. Spurred on by a wealth of satellite data, intensive investigations in the past few years have resulted in many physical and mathematical results to characterise CMB radiation. It can be modelled as a realisation of a homogeneous Gaussian random field on the sphere. But, what does any of this matter for statisticians if they cannot play with the CMB data in their favourite programming language?
A new R package, rcosmo, provides easy access to the CMB data and various tools for exploring geometric and statistical properties of the CMB. This talk will be a quick introduction to rcosmo by one of its developers, followed by an invitation for discussions and suggestions.

This research was supported under the Australian Research Council's Discovery Project DP160101366."
